y;matricula;genero;promedio;gms;Créditos por tomar; Avance %;2017-II_mat1;2017-II_notamat1;2017-II_mat2;2017-II_notamat2;2017-II_mat3;2017-II_notamat3;2017-II_mat4;2017-II_notamat4;2017-II_mat5;2017-II_notamat5;2017-II_mat6;2017-II_notamat6;2017-II_mat7;2017-II_notamat7;2018-I_cmat1;2018-I_notacmat1;2018-I_cmat2;2018-I_notacmat2;2018-I_cmat3;2018-I_notacmat3;2018-I_cmat4;2018-I_notacmat4;2018-I_cmat5;2018-I_notacmat5;2018-I_cmat6;2018-I_notacmat6;2018-I_cmat7;2018-I_notacmat7
61;201713237;F;7,59;1,493;128;19,87;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,70;CÁLCULO DE UNA VARIABLE;3,12;COMUNICACIÓN I;6,15;QUÍMICA GENERAL;7,18;;;;;;;ÁLGEBRA LINEAL;5,34;BIOLOGÍA;8,25;CÁLCULO DE UNA VARIABLE;6,50;COMUNICACIÓN II;7,55;FUNDAMENTOS DE PROGRAMACIÓN;6,68;;;;
62;201409071;M;7,1;0,205;103;36,42;CONTABILIDAD I;3,10;ECUACIONES DIFERENCIALES;4,30;FUNDAMENTOS DE PROGRAMACIÓN;3,76;MECÁNICA VECTORIAL;2,52;;;;;;;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;6,92;FUNDAMENTOS DE PROGRAMACIÓN;6,66;INTRODUCCIÓN A LA ECONOMÍA;6,55;;;;;;;;
63;201802584;F;7,22;0,353;153;7,27;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,10;CÁLCULO DE UNA VARIABLE;6,96;COMUNICACIÓN I;6,65;FUNDAMENTOS DE PROGRAMACIÓN;2,84;QUÍMICA GENERAL;7,16;;;;
64;201713757;M;7,5;0,880;145;9,94;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,65;CÁLCULO DE UNA VARIABLE;4,10;COMUNICACIÓN I;6,35;FUNDAMENTOS DE PROGRAMACIÓN;3,92;QUÍMICA GENERAL;5,32;;;;;ÁLGEBRA LINEAL;4,06;BIOLOGÍA;8,23;CÁLCULO DE UNA VARIABLE;3,92;COMUNICACIÓN II;6,35;FUNDAMENTOS DE PROGRAMACIÓN;9,88;QUÍMICA GENERAL;6,51;;
65;201802154;F;8,76;1,783;118;18,06;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,70;CÁLCULO DE UNA VARIABLE;7,72;COMUNICACIÓN I;8,10;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;8,87;FUNDAMENTOS DE PROGRAMACIÓN;9,20;;;;
66;201507150;F;7,54;0,644;104;36,97;BIOLOGÍA;7,66;DANZA FOLKLÓRICA;10,00;DIBUJO TÉCNICO Y PLANOS;7,72;FÍSICA II;6,60;FUNDAMENTOS DE PROGRAMACIÓN;5,40;MECÁNICA VECTORIAL;5,12;;;FUNDAMENTOS DE PROGRAMACIÓN;8,28;;;;;;;;;;;;
67;201608577;M;7,41;1,404;110;32,52;ECUACIONES DIFERENCIALES;1,04;ESTADÍSTICA;5,00;FÍSICA II;6,30;FUNDAMENTOS DE PROGRAMACIÓN;4,16;;;;;;;COMUNICACIÓN II;7,45;FÍSICA III;6,08;FUNDAMENTOS DE PROGRAMACIÓN;6,68;QUÍMICA GENERAL;7,15;;;;;;
68;201804093;M;7,52;0,518;143;11,18;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,80;CÁLCULO DE UNA VARIABLE;6,72;COMUNICACIÓN I;5,65;FUNDAMENTOS DE PROGRAMACIÓN;7,40;INGLÉS II;7,71;QUÍMICA GENERAL;7,48;;
69;201804259;F;7,69;0,591;133;7,64;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,45;CÁLCULO DE UNA VARIABLE;6,40;COMUNICACIÓN I;6,80;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;8,12;;;;;;
70;201211538;M;6,51;1,430;147;8,13;ÁLGEBRA LINEAL;1,62;CÁLCULO DE VARIAS VARIABLES;2,54;FÍSICA I;4,74;QUÍMICA GENERAL;2,61;;;;;;;ÁLGEBRA LINEAL;5,58;CÁLCULO DE UNA VARIABLE;5,60;COMUNICACIÓN I;0,00;FUNDAMENTOS DE PROGRAMACIÓN;4,32;;;;;;
71;201516796;M;8,25;0,278;140;13,58;ÁLGEBRA LINEAL;1,62;CÁLCULO DE VARIAS VARIABLES;2,54;FÍSICA I;4,74;QUÍMICA GENERAL;2,61;;;;;;;BIOLOGÍA;0,00;FÍSICA I;0,00;FUNDAMENTOS DE PROGRAMACIÓN;0,00;INGLÉS II;0,00;;;;;;
72;201603263;M;7,64;0,917;110;30,82;BIOLOGÍA;6,18;ECUACIONES DIFERENCIALES;6,08;FÍSICA II;6,42;INGLÉS V;2,88;;;;;;;ESTADÍSTICA;4,52;FUNDAMENTOS DE PROGRAMACIÓN;5,74;INGLÉS V;8,17;;;;;;;;
73;201708617;M;7,5;0,498;143;13,33;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,15;CÁLCULO DE UNA VARIABLE;5,44;COMUNICACIÓN I;6,40;QUÍMICA GENERAL;6,32;;;;;;;BIOLOGÍA;7,82;CÁLCULO DE UNA VARIABLE;7,42;COMUNICACIÓN II;7,45;FUNDAMENTOS DE PROGRAMACIÓN;8,14;INGLÉS I;7,30;;;;
74;201703295;M;7,11;0,295;133;19,39;ÁLGEBRA LINEAL;2,48;BIOLOGÍA;6,41;CÁLCULO DE VARIAS VARIABLES;6,20;COMUNICACIÓN II;7,60;FÍSICA I;6,28;;;;;ÁLGEBRA LINEAL;6,74;DIBUJO TÉCNICO Y PLANOS;9,10;FÍSICA II;5,56;FUNDAMENTOS DE PROGRAMACIÓN;6,74;MECÁNICA VECTORIAL;7,24;;;;
75;201406014;M;6,81;0,570;132;16,98;;;;;;;;;;;;;;;FUNDAMENTOS DE PROGRAMACIÓN;6,68;;;;;;;;;;;;
76;201612421;F;7,25;0,340;128;22,42;ÁLGEBRA LINEAL;6,46;CÁLCULO DE VARIAS VARIABLES;6,20;FUNDAMENTOS DE PROGRAMACIÓN;3,10;INTRODUCCIÓN A LA ECONOMÍA;5,55;MATEMÁTICAS FINANCIERAS;2,10;;;;;COMUNICACIÓN II;6,85;DEPORTE: FÚTBOL;10,00;FÍSICA I;6,36;FUNDAMENTOS DE PROGRAMACIÓN;7,42;INGLÉS I;7,57;;;;
77;201709094;M;7,83;0,567;143;13,33;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,65;CÁLCULO DE UNA VARIABLE;3,64;COMUNICACIÓN I;7,45;DEPORTE: TRIATLÓN;10,00;INGLÉS I;8,71;QUÍMICA GENERAL;6,56;;;ÁLGEBRA LINEAL;3,30;CÁLCULO DE UNA VARIABLE;6,86;COMUNICACIÓN II;7,50;FUNDAMENTOS DE PROGRAMACIÓN;1,12;INGLÉS II;7,88;;;;
78;201709847;F;7,14;0,517;130;9,72;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;6,05;CÁLCULO DE UNA VARIABLE;2,42;COMUNICACIÓN I;6,35;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;6,87;;;;;;;COMUNICACIÓN II;6,40;DANZA;7,90;DIBUJO ARTÍSTICO;9,25;FUNDAMENTOS DE PROGRAMACIÓN;4,18;INTRODUCCIÓN A LA ECONOMÍA;5,70;;;;
79;201712817;M;7,45;0,751;150;9,09;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,55;CÁLCULO DE UNA VARIABLE;4,96;COMUNICACIÓN I;5,75;INGLÉS I;8,03;QUÍMICA GENERAL;5,23;;;;;ÁLGEBRA LINEAL;4,44;CÁLCULO DE UNA VARIABLE;6,06;COMUNICACIÓN I;5,45;FUNDAMENTOS DE PROGRAMACIÓN;6,92;;;;;;
80;201804275;M;6,74;0,332;146;9,32;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;6,75;CÁLCULO DE UNA VARIABLE;6,22;COMUNICACIÓN I;6,55;FUNDAMENTOS DE PROGRAMACIÓN;5,30;INGLÉS I;8,01;QUÍMICA GENERAL;6,17;;
81;201267797;M;6,88;0,907;106;26,39;ÁLGEBRA LINEAL;1,70;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,35;COMUNICACIÓN II;5,15;DIBUJO ARTÍSTICO;6,50;FUNDAMENTOS DE PROGRAMACIÓN;2,36;;;;;ÁLGEBRA LINEAL;2,12;COMUNICACIÓN II;6,15;ESTADÍSTICA DESCRIPTIVA;4,82;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;7,20;FUNDAMENTOS DE PROGRAMACIÓN;7,74;;;;
82;201710183;M;7,99;1,415;138;13,21;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;6,50;CÁLCULO DE UNA VARIABLE;2,64;COMUNICACIÓN I;6,65;QUÍMICA GENERAL;4,95;;;;;;;ÁLGEBRA LINEAL;3,88;CÁLCULO DE UNA VARIABLE;4,84;COMUNICACIÓN II;5,25;FUNDAMENTOS DE PROGRAMACIÓN;2,24;QUÍMICA GENERAL;4,35;;;;
83;201714789;M;7,72;0,199;135;17,18;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,75;CÁLCULO DE UNA VARIABLE;6,72;COMUNICACIÓN I;6,40;QUÍMICA GENERAL;5,55;;;;;;;BIOLOGÍA;7,77;CÁLCULO DE VARIAS VARIABLES;7,44;COMUNICACIÓN II;7,70;FUNDAMENTOS DE PROGRAMACIÓN;9,36;INGLÉS III;8,26;;;;
84;201414877;F;6,84;0,539;121;15,97;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,05;COMUNICACIÓN II;5,10;FUNDAMENTOS DE MERCADEO;6,90;;;;;;;;;COMUNICACIÓN II;7,00;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;7,20;FUNDAMENTOS DE PROGRAMACIÓN;0,84;INGLÉS II;6,88;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;6,55;;;;
85;201604832;M;6,48;0,673;111;30,19;FUNDAMENTOS DE PROGRAMACIÓN;5,62;GEOLOGÍA FÍSICA;6,10;INGLÉS V;7,62;INTRODUCCIÓN A LA INGENIERÍA EN GEOLOGÍA;9,25;MECÁNICA VECTORIAL;3,20;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;6,89;;;FÍSICA II;6,18;FUNDAMENTOS DE PROGRAMACIÓN;6,48;INGLÉS III;6,31;MECÁNICA DE SÓLIDOS I;6,32;;;;;;
86;201512554;F;7,25;1,592;90;43,75;GEOLOGÍA FÍSICA;6,1;INGLÉS V;7,62;INTRODUCCIÓN A LA INGENIERÍA EN GEOLOGÍA;9,25;MECÁNICA VECTORIAL;3,2;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;6,89;;;;;FUNDAMENTOS DE PROGRAMACIÓN;6,00;;;;;;;;;;;;
87;201804697;F;8,83;2,057;129;19,23;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,60;CÁLCULO DE UNA VARIABLE;8,00;COMUNICACIÓN I;7,85;FUNDAMENTOS DE PROGRAMACIÓN;9,50;QUÍMICA GENERAL;9,06;;;;
88;201514562;M;7,44;0,333;125;21,88;ÁLGEBRA LINEAL;5,52;COMUNICACIÓN II;7,05;ESTADÍSTICA;3,34;FÍSICA II;5,32;FUNDAMENTOS DE PROGRAMACIÓN;5,30;INGLÉS II;5,51;;;ÁLGEBRA LINEAL;6,82;FUNDAMENTOS DE PROGRAMACIÓN;6,64;;;;;;;;;;
89;201513220;F;7,08;0,531;123;23,13;FÍSICA I;6,08;;;;;;;;;;;;;COMUNICACIÓN II;6,00;FUNDAMENTOS DE PROGRAMACIÓN;6,00;INGLÉS II;6,28;;;;;;;;
90;201416326;F;7,15;0,925;93;43,64;FÍSICA II;6,88;FUNDAMENTOS DE PROGRAMACIÓN;4,74;INGLÉS V;6,93;TOPOGRAFÍA;6,90;;;;;;;FUNDAMENTOS DE PROGRAMACIÓN;9,44;;;;;;;;;;;;
91;201516453;F;7,34;0,454;122;23,75;CÁLCULO DE UNA VARIABLE;3,32;COMUNICACIÓN II;7,15;FUNDAMENTOS DE PROGRAMACIÓN;3,22;INGLÉS II;6,63;;;;;;;CÁLCULO DE UNA VARIABLE;3,84;FUNDAMENTOS DE PROGRAMACIÓN;4,42;;;;;;;;;;
92;201409267;M;7,03;0,292;93;41,88;CÁLCULO DE UNA VARIABLE;3,26;FUNDAMENTOS DE PROGRAMACIÓN;2,22;INGLÉS IV;6,13;;;;;;;;;CÁLCULO DE UNA VARIABLE;3,38;FISIOLOGÍA ANIMAL;6,09;FUNDAMENTOS DE PROGRAMACIÓN;5,20;INGLÉS V;5,10;;;;;;
93;201706694;M;8,03;1,382;129;20,86;ÁLGEBRA LINEAL;5,88;CÁLCULO DE VARIAS VARIABLES;3,94;COMUNICACIÓN II;6,95;DEPORTE: VOLEIBOL;9,45;FÍSICA I;4,96;FUNDAMENTOS DE PROGRAMACIÓN;5,84;;;FUNDAMENTOS DE PROGRAMACIÓN;9,44;;;;;;;;;;;;
94;201713518;M;6,75;;142;11,8;ÁLGEBRA LINEAL;6,44;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;5,65;CÁLCULO DE UNA VARIABLE;4,36;COMUNICACIÓN I;6,20;QUÍMICA GENERAL;6,12;;;;;ALEMÁN INICIAL I;5,20;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;6,70;BIOLOGÍA;6,88;CÁLCULO DE UNA VARIABLE;6,46;FUNDAMENTOS DE PROGRAMACIÓN;8,46;;;;
95;201712890;M;7,48;1,292;133;19,39;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,20;CÁLCULO DE UNA VARIABLE;6,18;COMUNICACIÓN I;7,05;QUÍMICA GENERAL;6,17;;;;;;;ÁLGEBRA LINEAL;5,80;BIOLOGÍA;6,75;CÁLCULO DE VARIAS VARIABLES;6,02;FÍSICA I;5,82;FUNDAMENTOS DE PROGRAMACIÓN;7,66;;;;
96;201709029;M;7,22;0,744;130;18,24;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,00;CÁLCULO DE UNA VARIABLE;6,12;COMUNICACIÓN I;6,70;QUÍMICA GENERAL;6,06;;;;;;;CÁLCULO DE VARIAS VARIABLES;4,72;COMUNICACIÓN II;7,80;FÍSICA I;5,36;FUNDAMENTOS DE PROGRAMACIÓN;3,80;;;;;;
97;201611803;M;7,82;1,137;117;18,75;CÁLCULO DE VARIAS VARIABLES;2,10;CONTABILIDAD II;7,30;DEPORTE: BALONCESTO;8,00;DERECHO SOCIETARIO Y LABORAL;9,80;FUNDAMENTOS DE PROGRAMACIÓN;0,24;;;;;CÁLCULO DE VARIAS VARIABLES;2,22;FUNDAMENTOS DE PROGRAMACIÓN;1,22;;;;;;;;;;
98;200824308;M;7,01;0,306;119;25,16;BAILE TROPICAL;0,00;CÁLCULO DE VARIAS VARIABLES;6,94;ECUACIONES DIFERENCIALES;0,00;INGLÉS III;6,17;;;;;;;DANZA;0,00;ECUACIONES DIFERENCIALES;4,22;FUNDAMENTOS DE PROGRAMACIÓN;0,20;INGLÉS IV;4,50;;;;;;
99;201503202;M;7,38;0,442;79;52,41;BUCEO Y ACTIVIDADES NÁUTICAS;8,40;DEPORTE: VOLEIBOL;7,00;EDUCACIÓN SOCIOEMOCIONAL;9,30;ESTADÍSTICA;6,00;FUNDAMENTOS DE PROGRAMACIÓN;4,34;MICROBIOLOGÍA DE ALIMENTOS;6,58;;;ENOLOGÍA;6,85;FOTOGRAFÍA;5,95;FUNDAMENTOS DE PROGRAMACIÓN;8,28;INOCUIDAD ALIMENTARIA;7,40;MACROECONOMÍA I;8,60;;;;
100;201516189;F;6,9;1,119;133;19,88;CÁLCULO DE UNA VARIABLE;6,00;;;;;;;;;;;;;CÁLCULO DE VARIAS VARIABLES;6,24;FÍSICA I;5,68;FUNDAMENTOS DE PROGRAMACIÓN;3,32;INGLÉS III;7,12;;;;;;
101;201803731;M;7,49;0,883;135;15,09;;;;;;;;;;;;;;;CÁLCULO DE UNA VARIABLE;6,32;COMUNICACIÓN I;7,20;FUNDAMENTOS DE PROGRAMACIÓN;8,28;QUÍMICA GENERAL;7,15;;;;;;
102;201602539;M;7,04;0,703;108;32,5;CÁLCULO DE VARIAS VARIABLES;6,36;ECUACIONES DIFERENCIALES;6,00;FUNDAMENTOS DE PROGRAMACIÓN;4,92;HISTORIA Y FILOSOFÍA DE LAS CIENCIAS;7,15;;;;;;;FUNDAMENTOS DE PROGRAMACIÓN;6,74;;;;;;;;;;;;
103;201713807;M;7,77;0,294;120;16,67;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,50;CÁLCULO DE UNA VARIABLE;4,28;COMUNICACIÓN I;6,30;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;9,05;;;;;;;CÁLCULO DE UNA VARIABLE;7,04;COMUNICACIÓN II;7,90;FUNDAMENTOS DE PROGRAMACIÓN;7,02;INGLÉS II;8,86;INTRODUCCIÓN A LA ECONOMÍA;7,75;;;;
104;201513887;F;7,62;0,284;73;49,31;BIOLOGÍA;7,01;COMPORTAMIENTO ORGANIZACIONAL;7,75;ESTADÍSTICA DESCRIPTIVA;5,44;FINANZAS I;6,32;FUNDAMENTOS DE PROGRAMACIÓN;1,56;INGLÉS IV;6,82;MACROECONOMÍA I;8,30;COMPORTAMIENTO DEL CONSUMIDOR;7,85;DESARROLLO SOCIAL Y VOLUNTARIADO;9,40;ESTADÍSTICA DESCRIPTIVA;6,42;FUNDAMENTOS DE PROGRAMACIÓN;6,02;INGLÉS V;6,98;MICROECONOMÍA I;5,10;PERSPECTIVAS SOBRE EL BUEN VIVIR;8,45
105;201314858;F;7,45;0,535;93;42,31;CÁLCULO DE VARIAS VARIABLES;6,34;FUNDAMENTOS DE PROGRAMACIÓN;6,78;INGLÉS V;5,76;QUÍMICA ORGÁNICA II;6,01;;;;;;;CÁLCULO DE VARIAS VARIABLES;6,34;FUNDAMENTOS DE PROGRAMACIÓN;6,78;INGLÉS V;5,76;QUÍMICA ORGÁNICA II;6,01;;;;;;
106;201703766;M;7,12;0,723;130;19,25;ÁLGEBRA LINEAL;5,38;BIOLOGÍA;7,97;CÁLCULO DE VARIAS VARIABLES;6,00;COMUNICACIÓN II;7,40;FÍSICA I;4,24;;;;;ÁLGEBRA LINEAL;4,50;ESTADÍSTICA;5,68;FUNDAMENTOS DE PROGRAMACIÓN;6,12;INGLÉS III;6,60;;;;;;
107;201714169;M;7,6;0,415;130;20,25;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,10;BIOLOGÍA;8,72;CÁLCULO DE UNA VARIABLE;4,98;COMUNICACIÓN I;7,40;QUÍMICA GENERAL;6,77;;;;;ÁLGEBRA LINEAL;6,22;CÁLCULO DE UNA VARIABLE;7,34;COMUNICACIÓN II;8,55;FUNDAMENTOS DE PROGRAMACIÓN;7,62;INGLÉS III;8,27;INTRODUCCIÓN A LA INGENIERÍA INDUSTRIAL;8,45;;
108;201513601;F;7,64;1,164;89;38,19;CÁLCULO DE VARIAS VARIABLES;5,78;INGLÉS III;9,32;MACROECONOMÍA I;8,50;MICROECONOMÍA I;6,55;;;;;;;CÁLCULO DE VARIAS VARIABLES;6,12;DEPORTE: VOLEIBOL;9,55;FUNDAMENTOS DE PROGRAMACIÓN;6,60;INGLÉS IV;8,00;MICROECONOMÍA II;7,65;;;;
109;201714953;F;7,04;1,335;132;18,01;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,25;CÁLCULO DE UNA VARIABLE;6,06;COMUNICACIÓN I;6,75;INGLÉS IV;7,20;QUÍMICA GENERAL;5,67;;;;;BIOLOGÍA;6,78;CÁLCULO DE VARIAS VARIABLES;6,28;FUNDAMENTOS DE PROGRAMACIÓN;8,28;;;;;;;;
110;201613239;F;7,26;0,711;126;22,7;ÁLGEBRA LINEAL;7,34;BIOLOGÍA;7,18;CÁLCULO DE VARIAS VARIABLES;6,46;DANZA;8,30;EXPRESIÓN CORPORAL;9,00;;;;;FÍSICA I;4,90;FUNDAMENTOS DE PROGRAMACIÓN;6,70;INGLÉS II;8,06;INTRODUCCIÓN A LA ECONOMÍA;5,45;;;;;;
111;201603693;M;7,17;1,205;90;36,17;ARTE Y CIENCIA;10,00;BIOLOGÍA;6,40;INGLÉS IV;6,95;REDACCIÓN CREATIVA;6,70;TEORÍA DE LA CULTURA;6,95;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,25;ESTADÍSTICA;5,72;FÍSICA CONCEPTUAL;6,54;FUNDAMENTOS DE PROGRAMACIÓN;2,06;INGLÉS V;6,51;;;;
112;201712064;F;7,47;1,376;117;17,02;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,30;ARTE Y TECNOLOGÍA;8,40;COMUNICACIÓN I;7,95;FUNDAMENTOS DE PROGRAMACIÓN;2,92;MATEMÁTICAS;6,46;;;;;BIOLOGÍA;8,08;ESTADÍSTICA;6,78;FÍSICA CONCEPTUAL;6,72;FUNDAMENTOS DE PROGRAMACIÓN;6,04;INGLÉS I;8,52;;;;
113;201017621;M;7,07;0,345;108;34,94;;;;;;;;;;;;;;;ESTADÍSTICA;3,78;FUNDAMENTOS DE PROGRAMACIÓN;6,12;INGLÉS II;7,35;;;;;;;;
114;201702834;M;7,38;0,449;129;21,82;ÁLGEBRA LINEAL;5,86;BIOLOGÍA;7,06;CÁLCULO DE VARIAS VARIABLES;7,42;COMUNICACIÓN II;7,20;INGLÉS II;6,41;;;;;ÁLGEBRA LINEAL;8,48;ESTADÍSTICA DESCRIPTIVA;4,20;FÍSICA I;6,58;FUNDAMENTOS DE PROGRAMACIÓN;7,30;INGLÉS III;7,28;;;;
115;201506846;F;7,71;1,350;51;64,58;ECONOMETRÍA I;5,47;FINANZAS II;6,65;FUNDAMENTOS DE PROGRAMACIÓN;2,36;INGLÉS V;8,57;MACROECONOMÍA II;8,00;MICROECONOMÍA III;6,45;;;DEPORTE: NATACIÓN;8,70;ECONOMETRÍA I;6,98;FUNDAMENTOS DE PROGRAMACIÓN;7,78;GESTIÓN TRIBUTARIA;7,23;MACROECONOMÍA III;7,05;MERCADOS FINANCIEROS;8,26;;
116;201712734;M;7,87;0,597;127;21,6;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,40;CÁLCULO DE UNA VARIABLE;7,06;COMUNICACIÓN I;7,40;QUÍMICA GENERAL;7,36;;;;;;;CÁLCULO DE VARIAS VARIABLES;8,02;COMUNICACIÓN II;7,50;FÍSICA I;6,82;FUNDAMENTOS DE PROGRAMACIÓN;8,60;;;;;;
117;201513965;M;6,72;2,347;75;47,92;ÁLGEBRA LINEAL;6,02;ESTADÍSTICA DESCRIPTIVA;6,32;FINANZAS I;5,42;FUNDAMENTOS DE PROGRAMACIÓN;1,86;INGLÉS IV;6,48;MICROECONOMÍA III;4,65;;;ECONOMÍA MATEMÁTICA;5,60;ESTADÍSTICA INFERENCIAL;5,42;FINANZAS I;6,87;FUNDAMENTOS DE PROGRAMACIÓN;6,04;INGLÉS V;6,22;MICROECONOMÍA III;6,20;;
118;201710167;M;8,73;0,672;136;15,53;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;10,00;CÁLCULO DE UNA VARIABLE;8,10;COMUNICACIÓN I;7,65;QUÍMICA GENERAL;8,82;;;;;;;ÁLGEBRA LINEAL;7,76;CÁLCULO DE VARIAS VARIABLES;9,20;COMUNICACIÓN II;8,05;FÍSICA I;8,96;FUNDAMENTOS DE PROGRAMACIÓN;10,00;;;;
119;201513985;F;7,48;0,829;62;56,94;BIOLOGÍA;8,81;COMPORTAMIENTO DEL CONSUMIDOR;8,55;COMPORTAMIENTO ORGANIZACIONAL;8,85;ESTADÍSTICA DESCRIPTIVA;6,24;FUNDAMENTOS DE PROGRAMACIÓN;1,92;INGLÉS V;7,32;;;ESTADÍSTICA INFERENCIAL;6,00;FINANZAS I;7,45;FUNDAMENTOS DE PROGRAMACIÓN;6,48;MÚSICA POPULAR CONTEMPORÁNEA;9,90;TEORÍA DEL ARTE;8,80;;;;
120;201513897;M;7,45;0,467;69;52,08;ESTADÍSTICA DESCRIPTIVA;6,30;INGLÉS IV;6,98;MACROECONOMÍA I;8,45;MICROECONOMÍA I;5,35;;;;;;;COMPORTAMIENTO DEL CONSUMIDOR;8,25;COMPORTAMIENTO ORGANIZACIONAL;8,70;ESTADÍSTICA INFERENCIAL;6,54;FINANZAS I;6,20;FUNDAMENTOS DE PROGRAMACIÓN;6,00;INGLÉS V;7,15;MICROECONOMÍA I;6,45
121;201608064;M;7,48;0,572;98;38,36;CIENCIAS DE LA COMPUTACIÓN APLICADAS  A LA SOLUCIÓN DE PROBLEMAS;8,65;ESTADÍSTICA DESCRIPTIVA;6,54;FÍSICA II;6,04;MATEMÁTICAS DISCRETAS;3,10;;;;;;;COMPUTACIÓN Y SOCIEDAD;7,80;FUNDAMENTOS DE PROGRAMACIÓN;7,42;FUNDAMENTOS DEL DISEÑO DIGITAL;7,44;MATEMÁTICAS DISCRETAS;7,68;;;;;;
122;201611472;F;7,67;0,391;80;44,44;CÁLCULO DE VARIAS VARIABLES;5,18;COMUNICACIÓN II;8,05;FUNDAMENTOS DE MERCADEO;8,35;MACROECONOMÍA I;8,80;MICROECONOMÍA I;6,95;;;;;BIOLOGÍA;7,97;CÁLCULO DE VARIAS VARIABLES;6,56;COMPORTAMIENTO DEL CONSUMIDOR;9,10;COMPORTAMIENTO ORGANIZACIONAL;8,95;FUNDAMENTOS DE PROGRAMACIÓN;6,04;;;;
123;201713039;M;7,46;1,076;132;18,52;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,85;CÁLCULO DE UNA VARIABLE;5,48;COMUNICACIÓN I;7,75;QUÍMICA GENERAL;6,32;;;;;;;ÁLGEBRA LINEAL;4,44;BIOLOGÍA;7,15;CÁLCULO DE UNA VARIABLE;6,80;COMUNICACIÓN II;8,50;DEPORTE: AJEDREZ;8,05;FUNDAMENTOS DE PROGRAMACIÓN;6,38;;
124;201714219;M;7,93;0,548;125;22,36;ÁLGEBRA LINEAL;6,92;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,00;CÁLCULO DE UNA VARIABLE;6,60;COMUNICACIÓN I;7,60;QUÍMICA GENERAL;7,53;;;;;BIOLOGÍA;8,70;CÁLCULO DE VARIAS VARIABLES;7,44;COMUNICACIÓN II;9,75;FÍSICA I;8,32;FUNDAMENTOS DE PROGRAMACIÓN;10,00;;;;
125;201711702;F;8,14;0,898;129;21,82;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,00;CÁLCULO DE UNA VARIABLE;5,46;COMUNICACIÓN I;6,90;QUÍMICA GENERAL;6,51;;;;;;;ÁLGEBRA LINEAL;5,66;BIOLOGÍA;6,82;CÁLCULO DE UNA VARIABLE;7,90;COMUNICACIÓN II;7,85;DEPORTE: VOLEIBOL;9,80;FUNDAMENTOS DE PROGRAMACIÓN;8,78;;
